order_id,order_date,customer_name,city,product_name,category,unit_price,quantity,discount,payment_method,returned
ORD-105872,15/11/2025, christie williams  ,Byblos,USB-C Cable,Accessories,6.0,1.0,1.0,card,Y
ORD-105873,Nov 19 2025,Veronica Johnson,Sidon,USB-C Cable,Accessories,$6.3,,,card,Y
ORD-105874,2025-10-06, ariel shaw  ,Sidon,Wireless Mouse,Electronics,$22.68,,2.5,cash,Y
ORD-105875,Jan 27 2026,Christopher Walter,Tripoli,Shampoo 400ml,Personal Care,5.46,1.0,0.0,wallet,N
ORD-105876,02/01/2026,Joseph Bishop,Jounieh,Bluetooth Speaker,Electronics,35.0,,0.0,wallet,N
ORD-105877,2025-12-17,Marvin Clark,beirut ,iPhone 14 Case,Accessories,$12.5,1.0,1.0,cash,N
ORD-105878,2025-11-09,William Ward,beirut ,Wireless Mouse,Electronics,22.68,1.0,,cash,N
ORD-105879,04/11/2025,Gina Johnson,Byblos,Protein Bar,Grocery,"1,89",3.0,0.0,cash,N
ORD-105880,2026-01-19,James Obrien, ?????,Notebook A5,Office,4.2,,,cash,N
ORD-105881,2025-12-26,Rebecca Martinez,Byblos,Laptop Stand,Office,22.0,,1.0,cash,N
ORD-105882,Nov 08 2025,Amy Alexander, ?????,Protein Bar,Grocery,2.16,1.0,0.0,cash,N
ORD-105883,2026-01-21,Regina Gonzales,Jounieh,Shampoo 400ml,Personal Care,5.2,1.0,2.5,wallet,N
ORD-105884,15/01/2026,Victoria Graham,Jounieh,Toothpaste,Personal Care,2.42,1.0,0.0,card,N
ORD-105885,Oct 08 2025,Scott Hardin,beirut ,Laptop Stand,Office,$22.0,1.0,0.0,wallet,N
ORD-105886,09/12/2025,Chelsea Petersen,Beirut,USB-C Cable,Accessories,6.3,,,cash,N
ORD-105887,Oct 30 2025, david lopez  ,beirut ,Laptop Stand,Office,22.0,1.0,1.0,card,N
ORD-105888,2025-10-04, jeff dean  ,Tripoli,Olive Oil 1L,Grocery,10.4,1.0,2.5,wallet,N
ORD-105889,Oct 11 2025,Jared Bowers,beirut ,Toothpaste,Personal Care,$2.76,3.0,0.0,card,N
ORD-105890,18/01/2026,Amy Lyons,Tripoli,Notebook A5,Office,"3,5",2.0,0.0,card,N
ORD-105891,Jan 02 2026, sara jones  , ?????,Toothpaste,Personal Care,2.18,1.0,2.5,cash,N
ORD-105892,2025-12-27,Taylor Keith,Sidon,Shampoo 400ml,Personal Care,5.2,2.0,,card,N
ORD-105893,2025-11-18,Tina Arnold, ?????,Notebook A5,Office,4.2,2.0,1.0,wallet,N
ORD-105894,03/12/2025,Stephen Johnson,Jounieh,iPhone 14 Case,Accessories,"12,5",1.0,2.5,card,Y
ORD-105895,Dec 10 2025,Angela Blackwell,Beirut,Notebook A5,Office,3.32,2.0,,card,Y
ORD-105896,Oct 15 2025, jonathan hoover  ,beirut ,Notebook A5,Office,3.5,,0.0,cash,N
ORD-105897,2025-10-10, kimberly glover  ,Zahle,Protein Bar,Grocery,2.16,1.0,1.0,wallet,N
ORD-105898,2025-12-08,Jason Colon,Beirut,Laptop Stand,Office,22.0,2.0,0.0,cash,N
ORD-105899,2025-10-17,Richard Coleman,beirut ,Toothpaste,Personal Care,2.3,1.0,0.0,cash,Y
ORD-105900,2026-01-06,Sara Marquez,Tripoli,Bluetooth Speaker,Electronics,35.0,,,wallet,Y
ORD-105901,Nov 29 2025,Devon Ramirez,Tripoli,Olive Oil 1L,Grocery,9.9,1.0,1.0,cash,N
ORD-105902,2026-01-22,Mark Hernandez,beirut ,Notebook A5,Office,3.68,2.0,0.0,cash,N
ORD-105903,Dec 25 2025,Christopher Aguilar,Jounieh,Protein Bar,Grocery,1.8,3.0,0.0,card,N
ORD-105904,22/10/2025,Amanda Moss,Beirut,iPhone 14 Case,Accessories,12.5,1.0,2.5,wallet,N
ORD-105905,2025-10-15,Samantha Wells,Beirut,Olive Oil 1L,Grocery,9.4,,0.0,card,Y
ORD-105906,2025-10-22, virginia williams  ,Tyre,iPhone 14 Case,Accessories,$12.5,1.0,1.0,card,N
ORD-105907,2025-12-03,Eric Manning,Tripoli,Toothpaste,Personal Care,2.76,1.0,,card,Y
ORD-105908,2025-11-08,Joseph Howell,Beirut,Bluetooth Speaker,Electronics,42.0,3.0,1.0,wallet,N
ORD-105909,2025-12-16, jeremy nichols  ,Byblos,Olive Oil 1L,Grocery,9.9,,1.0,card,Y
ORD-105910,Nov 18 2025,Steven Parker,Byblos,Toothpaste,Personal Care,2.3,,0.0,card,Y
ORD-105911,Jan 27 2026,Brandi Wong,Beirut,Laptop Stand,Office,$22.0,,1.0,wallet,Y
ORD-105912,22/12/2025,John Woods,Jounieh,Toothpaste,Personal Care,$2.42,1.0,0.0,card,N
ORD-105913,Nov 07 2025,Dr. Kelly Collier,Tyre,USB-C Cable,Accessories,6.3,,,card,N
ORD-105914,23/01/2026,Robert Harvey, ?????,Shampoo 400ml,Personal Care,"5,46",1.0,,card,N
ORD-105915,Dec 08 2025,Peggy Roberts,Sidon,Toothpaste,Personal Care,2.76,,0.0,card,N
ORD-105916,Nov 10 2025,Thomas Bates,Tyre,Shampoo 400ml,Personal Care,5.46,1.0,1.0,cash,N
ORD-105917,2025-10-15,Rachel Wallace, ?????,iPhone 14 Case,Accessories,11.88,1.0,0.0,cash,N
ORD-105918,2025-12-17,Trevor Nelson DDS,Jounieh,Shampoo 400ml,Personal Care,5.46,1.0,2.5,card,N
ORD-105919,2025-11-05,Andrew Perry,Byblos,Protein Bar,Grocery,2.16,1.0,1.0,cash,N
ORD-105920,Jan 14 2026,Sheila Miller,Beirut,Laptop Stand,Office,"26,4",3.0,2.5,wallet,Y
ORD-105921,2025-10-07,Richard Burnett,Tyre,Wireless Mouse,Electronics,17.95,1.0,0.0,cash,N
ORD-105922,Dec 28 2025, tammy patrick  ,Byblos,Bluetooth Speaker,Electronics,42.0,2.0,0.0,cash,N
ORD-105923,Dec 09 2025,Alejandro Smith,Byblos,Bluetooth Speaker,Electronics,$35.0,,2.5,card,N
ORD-105924,Oct 08 2025, john gibson  ,Beirut,Toothpaste,Personal Care,$2.42,2.0,0.0,card,Y
ORD-105925,31/12/2025,Kevin Franklin PhD,Tyre,USB-C Cable,Accessories,6.0,,2.5,cash,N
ORD-105926,Nov 09 2025,Michael Sanchez,Zahle,Shampoo 400ml,Personal Care,5.2,2.0,2.5,wallet,Y
ORD-105927,10/10/2025,Steve Parrish, ?????,Toothpaste,Personal Care,2.3,1.0,0.0,card,N
ORD-105928,2026-01-05, james long  ,Beirut,Wireless Mouse,Electronics,$22.68,1.0,,cash,N
ORD-105929,2025-10-28,Mark Wise,Zahle,Wireless Mouse,Electronics,$18.9,1.0,0.0,cash,Y
ORD-105930,2025-12-08,Mark Smith,Zahle,USB-C Cable,Accessories,7.2,1.0,,card,N
ORD-105931,2026-01-31,Matthew Melton,Jounieh,Laptop Stand,Office,26.4,3.0,2.5,card,N
ORD-105932,Nov 29 2025,Robert Lang,Beirut,Laptop Stand,Office,$22.0,1.0,0.0,card,N
ORD-105933,08/10/2025,Shannon Page,Tripoli,Bluetooth Speaker,Electronics,42.0,1.0,0.0,wallet,Y
ORD-105934,09/12/2025,Alex Carlson,beirut ,Laptop Stand,Office,22.0,1.0,0.0,cash,Y
ORD-105935,Dec 28 2025,Rose Russell,Jounieh,Toothpaste,Personal Care,2.3,1.0,2.5,wallet,Y
ORD-105936,2025-12-19, shari hodges  ,Tyre,Olive Oil 1L,Grocery,"10,4",1.0,1.0,card,N
ORD-105937,13/12/2025,Ronald Nelson,Byblos,Protein Bar,Grocery,1.8,1.0,0.0,card,Y
ORD-105938,2026-01-09,Latoya Levy,Byblos,USB-C Cable,Accessories,5.7,1.0,0.0,cash,N
ORD-105939,2026-01-31,Ronald Edwards,Tyre,Laptop Stand,Office,22.0,,1.0,cash,N
ORD-105940,23/12/2025,Penny Blankenship,beirut ,iPhone 14 Case,Accessories,11.88,1.0,0.0,wallet,N
ORD-105941,2025-11-30,Derrick Rivera,Tripoli,Bluetooth Speaker,Electronics,36.75,1.0,2.5,cash,N
ORD-105942,04/11/2025,Dr. Melissa Daniels DVM,Sidon,Protein Bar,Grocery,1.89,1.0,,card,N
ORD-105943,2025-11-17,Tom Robinson,Beirut,Wireless Mouse,Electronics,18.9,1.0,0.0,cash,N
ORD-105944,2025-11-19, kimberly douglas  ,Tyre,Wireless Mouse,Electronics,18.9,3.0,1.0,cash,Y
ORD-105945,10/12/2025,Sylvia Henry,Sidon,Bluetooth Speaker,Electronics,33.25,1.0,0.0,cash,N
ORD-105946,21/12/2025,Adrian Soto,Beirut,Wireless Mouse,Electronics,17.95,1.0,2.5,cash,N
ORD-105947,Jan 10 2026,Amber Phillips,Beirut,Shampoo 400ml,Personal Care,5.2,3.0,1.0,cash,N
ORD-105948,Nov 21 2025,Thomas Brown,Zahle,Wireless Mouse,Electronics,22.68,3.0,0.0,wallet,N
ORD-105949,2026-01-03,Daniel Miller,Beirut,Olive Oil 1L,Grocery,$9.9,3.0,0.0,wallet,N
ORD-105950,05/11/2025,Ashley Bennett,Zahle,iPhone 14 Case,Accessories,11.88,2.0,2.5,cash,N
ORD-105951,16/11/2025, christopher pittman  ,Beirut,iPhone 14 Case,Accessories,12.5,1.0,0.0,card,Y
ORD-105952,17/10/2025, ryan brown  ,beirut ,USB-C Cable,Accessories,"6,0",1.0,0.0,wallet,Y
ORD-105953,Dec 20 2025, anne davis  ,Jounieh,Olive Oil 1L,Grocery,9.4,1.0,,wallet,N
ORD-105954,2025-11-05,Sonya Hawkins,Beirut,Protein Bar,Grocery,$1.8,1.0,0.0,cash,N
ORD-105955,2025-11-26,Charles Schmidt,Jounieh,USB-C Cable,Accessories,$7.2,2.0,1.0,cash,N
ORD-105956,2025-11-30,Mrs. Tina Rojas,Beirut,Toothpaste,Personal Care,2.76,1.0,0.0,wallet,Y
ORD-105957,02/01/2026,Johnny Mckenzie,Zahle,USB-C Cable,Accessories,7.2,3.0,0.0,cash,N
ORD-105958,Jan 15 2026,Sara Perry,Sidon,Notebook A5,Office,3.68,1.0,0.0,card,N
ORD-105959,2025-10-05, timothy graham  ,Sidon,Bluetooth Speaker,Electronics,$35.0,,0.0,card,N
ORD-105960,23/10/2025,Rachel Thomas, ?????,USB-C Cable,Accessories,$6.0,1.0,0.0,wallet,N
ORD-105961,Nov 27 2025,Kevin Cruz,Sidon,Protein Bar,Grocery,1.8,3.0,0.0,wallet,Y
ORD-105962,05/10/2025, henry ford  ,Tripoli,Laptop Stand,Office,"20,9",3.0,0.0,card,N
ORD-105963,2026-02-01,Tyler Simmons,Tyre,Shampoo 400ml,Personal Care,5.2,3.0,2.5,wallet,N
ORD-105964,2025-11-10,Robert Herrera,Beirut,iPhone 14 Case,Accessories,$11.88,2.0,0.0,card,Y
ORD-105965,Jan 20 2026,George Lindsey,Jounieh,Wireless Mouse,Electronics,22.68,2.0,0.0,wallet,Y
ORD-105966,2025-10-06,Brenda Bennett,Tripoli,USB-C Cable,Accessories,5.7,1.0,2.5,wallet,N
ORD-105967,Jan 04 2026,Ronnie Morton DDS,beirut ,Protein Bar,Grocery,$1.8,1.0,0.0,cash,N
ORD-105968,2025-10-05,Victoria Odonnell,Sidon,Protein Bar,Grocery,"1,8",2.0,2.5,card,N
ORD-105969,2025-12-12,Zachary Edwards,beirut ,Wireless Mouse,Electronics,18.9,1.0,2.5,wallet,Y
ORD-105970,06/10/2025,Michael Jones,Sidon,Laptop Stand,Office,22.0,1.0,2.5,card,N
ORD-105971,2025-10-22,John Bishop,Sidon,Wireless Mouse,Electronics,22.68,1.0,1.0,cash,N
ORD-105972,Nov 14 2025,Tracey Sanchez,Jounieh,Olive Oil 1L,Grocery,$11.88,1.0,1.0,cash,N
ORD-105973,Oct 07 2025,Lindsey Vargas,Sidon,iPhone 14 Case,Accessories,11.88,1.0,1.0,card,Y
ORD-105974,2025-10-24,Matthew Rivera,Tyre,Protein Bar,Grocery,1.8,3.0,0.0,card,N
ORD-105975,Nov 12 2025,Natalie Savage DVM, ?????,USB-C Cable,Accessories,7.2,2.0,0.0,cash,N
ORD-105976,Jan 27 2026,Leah Burton,Jounieh,Toothpaste,Personal Care,$2.42,1.0,,cash,N
ORD-105977,12/10/2025,Nancy Proctor,Beirut,USB-C Cable,Accessories,6.3,,0.0,cash,Y
ORD-105978,01/10/2025,Donna Stephens,beirut ,Bluetooth Speaker,Electronics,"35,0",1.0,0.0,card,N
ORD-105979,13/10/2025,Katie Henderson,Byblos,Notebook A5,Office,3.68,2.0,0.0,cash,N
ORD-105980,2026-01-04,Elizabeth Christensen,Sidon,Olive Oil 1L,Grocery,$9.9,3.0,0.0,wallet,Y
ORD-105981,2025-10-23,Christina Davis, ?????,Notebook A5,Office,3.5,1.0,,card,N
ORD-105982,Jan 31 2026, jennifer gibson  ,Tripoli,Wireless Mouse,Electronics,"18,9",,2.5,card,N
ORD-105983,02/10/2025,Kelly Franklin,Jounieh,Wireless Mouse,Electronics,19.84,,,cash,Y
ORD-105984,Oct 16 2025,Michelle Benton,Beirut,Toothpaste,Personal Care,$2.3,,2.5,cash,N
ORD-105985,2025-11-15, teresa pugh  , ?????,Wireless Mouse,Electronics,22.68,,0.0,wallet,N
ORD-105986,12/10/2025,Johnny Thompson,Jounieh,Olive Oil 1L,Grocery,10.4,,0.0,cash,N
ORD-105987,2025-10-23,Albert Rodriguez,beirut ,iPhone 14 Case,Accessories,$13.12,,2.5,card,N
ORD-105988,Jan 23 2026,Brittany Kelley,Tripoli,Wireless Mouse,Electronics,18.9,2.0,1.0,wallet,N
ORD-105989,Dec 11 2025,Mitchell Crawford,Beirut,iPhone 14 Case,Accessories,11.88,1.0,1.0,card,Y
ORD-105990,2026-01-14,Sara Hall,Jounieh,Shampoo 400ml,Personal Care,5.46,1.0,0.0,cash,N
ORD-105991,14/11/2025,Emily Parker,Byblos,USB-C Cable,Accessories,7.2,2.0,1.0,wallet,N
ORD-105992,Dec 06 2025,Tyler Young,Tyre,Notebook A5,Office,$3.5,3.0,,wallet,N
ORD-105993,2025-10-26,Martin Brown,Tyre,Notebook A5,Office,$3.68,2.0,0.0,card,N
ORD-105994,28/01/2026, donna wolfe  ,beirut ,USB-C Cable,Accessories,$6.0,1.0,0.0,card,N
ORD-105995,2025-10-31, christopher robinson  ,Zahle,Protein Bar,Grocery,"1,8",3.0,0.0,wallet,N
ORD-105996,12/10/2025,Eric Nielsen, ?????,Notebook A5,Office,3.32,1.0,0.0,wallet,N
ORD-105997,21/01/2026,Tara Miller,Tyre,Laptop Stand,Office,22.0,1.0,2.5,card,N
ORD-105998,28/01/2026,Lori Baker,Zahle,Protein Bar,Grocery,1.8,1.0,0.0,cash,Y
ORD-105999,2025-11-19, jonathan allen  ,Tripoli,Laptop Stand,Office,20.9,1.0,0.0,cash,N
ORD-106000,Oct 16 2025,Katie Downs,Zahle,Notebook A5,Office,3.5,,0.0,cash,N
ORD-106001,2025-12-03,Mark Wright,Beirut,Bluetooth Speaker,Electronics,36.75,1.0,0.0,cash,N
ORD-106002,04/01/2026,David Winters PhD,Tripoli,Shampoo 400ml,Personal Care,$5.2,,,card,N
ORD-106003,31/12/2025,Ryan Marquez,Tripoli,Notebook A5,Office,$4.2,1.0,0.0,cash,Y
ORD-106004,2025-12-27,Anne Valencia,Zahle,iPhone 14 Case,Accessories,12.5,,1.0,cash,N
ORD-106005,Oct 12 2025,Nicholas Lee,Beirut,Wireless Mouse,Electronics,18.9,1.0,0.0,wallet,N
ORD-106006,Jan 04 2026, jeffrey thomas  , ?????,Shampoo 400ml,Personal Care,5.2,3.0,2.5,card,N
ORD-106007,12/12/2025,Christopher French, ?????,Shampoo 400ml,Personal Care,6.24,1.0,1.0,card,N
ORD-106008,2025-12-11,Brian Daniels,Jounieh,iPhone 14 Case,Accessories,12.5,2.0,2.5,wallet,Y
ORD-106009,2026-01-27,Stephanie Johnson,beirut ,Shampoo 400ml,Personal Care,$5.2,3.0,0.0,card,N
ORD-106010,2025-10-23, margaret blair  , ?????,Wireless Mouse,Electronics,18.9,1.0,1.0,wallet,N
ORD-106011,2025-10-10,Shawn Lewis,Beirut,Protein Bar,Grocery,"1,71",1.0,0.0,cash,N
ORD-106012,Jan 16 2026,Shane Davis,Beirut,Laptop Stand,Office,22.0,,,wallet,N
ORD-106013,2026-01-13,Melissa Barnes,beirut ,Protein Bar,Grocery,1.8,1.0,0.0,card,N
ORD-106014,Jan 25 2026,Joseph Dillon, ?????,Shampoo 400ml,Personal Care,5.2,1.0,2.5,wallet,N
ORD-106015,19/10/2025,Mary Carr,Jounieh,Wireless Mouse,Electronics,19.84,1.0,0.0,wallet,Y
ORD-106016,22/12/2025,Cynthia Solis,Jounieh,Notebook A5,Office,3.5,1.0,1.0,cash,N
ORD-106017,Jan 10 2026,Elizabeth Clark,Sidon,Shampoo 400ml,Personal Care,6.24,,1.0,wallet,N
ORD-106018,Oct 29 2025,Mr. Robert Nelson,beirut ,iPhone 14 Case,Accessories,"12,5",1.0,2.5,cash,Y
ORD-106019,11/11/2025, cynthia perry  , ?????,Wireless Mouse,Electronics,18.9,,0.0,cash,N
ORD-106020,Oct 08 2025,Brittany Yu,Beirut,Toothpaste,Personal Care,2.18,1.0,,wallet,Y
ORD-106021,2026-01-29,Stephen Price,Tyre,iPhone 14 Case,Accessories,11.88,,0.0,wallet,N
ORD-106022,2025-11-04,Anita Gonzalez,Zahle,Laptop Stand,Office,$23.1,1.0,0.0,cash,N
ORD-106023,27/11/2025,Brendan Foley,Jounieh,Olive Oil 1L,Grocery,9.4,3.0,0.0,card,Y
ORD-106024,Nov 09 2025,Ronald George, ?????,Toothpaste,Personal Care,$2.42,1.0,0.0,card,N
ORD-106025,Oct 27 2025,Christopher Cabrera,Byblos,Olive Oil 1L,Grocery,9.9,2.0,1.0,cash,N
ORD-106026,2025-10-31, corey montgomery  ,Byblos,Shampoo 400ml,Personal Care,5.2,1.0,,cash,N
ORD-106027,2025-12-04,Stephanie Baker,Tyre,Bluetooth Speaker,Electronics,$36.75,1.0,1.0,wallet,N
ORD-106028,Dec 13 2025,Ashlee Butler,Tyre,Shampoo 400ml,Personal Care,"5,2",3.0,2.5,cash,N
ORD-106029,Jan 22 2026,Eric Wallace,Tripoli,Protein Bar,Grocery,2.16,1.0,0.0,card,Y
ORD-106030,2026-01-19,Ashlee Frey,Tripoli,Toothpaste,Personal Care,2.18,,1.0,wallet,N
ORD-106031,Dec 15 2025, nathan scott  ,Byblos,iPhone 14 Case,Accessories,15.0,1.0,0.0,card,N
ORD-106032,Jan 14 2026,Michelle Goodwin,Jounieh,Olive Oil 1L,Grocery,9.4,,1.0,card,N
ORD-106033,Oct 28 2025,Cathy Lopez, ?????,Toothpaste,Personal Care,$2.3,2.0,1.0,cash,Y
ORD-106034,2025-12-30,Patricia Hawkins,Beirut,Notebook A5,Office,"3,68",,,cash,N
ORD-106035,Oct 02 2025,Kayla Browning, ?????,Protein Bar,Grocery,1.8,,0.0,cash,N
ORD-106036,11/12/2025, dale carter  ,Tripoli,iPhone 14 Case,Accessories,15.0,1.0,1.0,card,N
ORD-106037,Nov 20 2025,Shawn Kim,Tripoli,Protein Bar,Grocery,1.8,1.0,0.0,cash,N
ORD-106038,Oct 15 2025,Wendy Moreno,Zahle,Olive Oil 1L,Grocery,9.9,1.0,0.0,cash,Y
ORD-106039,Nov 04 2025,Susan Rivers,beirut ,iPhone 14 Case,Accessories,11.88,,0.0,card,Y
ORD-106040,Jan 08 2026,Jeffery Kerr,Tyre,Laptop Stand,Office,22.0,2.0,0.0,wallet,N
ORD-106041,2025-12-29,Jonathan Nichols,Jounieh,Notebook A5,Office,3.68,3.0,0.0,cash,N
ORD-106042,2025-11-28,Kelly Salas,Sidon,Shampoo 400ml,Personal Care,5.2,1.0,0.0,cash,N
ORD-106043,2026-01-05, julie kline  ,Zahle,Bluetooth Speaker,Electronics,36.75,,,card,N
ORD-106044,26/10/2025, brian lamb  ,beirut ,Protein Bar,Grocery,1.8,2.0,2.5,wallet,N
ORD-106045,12/11/2025,Matthew Anderson,Zahle,iPhone 14 Case,Accessories,11.88,1.0,0.0,card,N
ORD-106046,01/12/2025, brittany campbell dvm  ,Zahle,iPhone 14 Case,Accessories,12.5,2.0,1.0,cash,Y
ORD-106047,16/10/2025,Thomas Martinez,Zahle,Bluetooth Speaker,Electronics,33.25,3.0,1.0,wallet,N
ORD-106048,Jan 29 2026, eric gonzalez  , ?????,Notebook A5,Office,4.2,1.0,0.0,card,N
ORD-106049,03/12/2025,Laura Alvarez,Tyre,iPhone 14 Case,Accessories,13.12,1.0,1.0,cash,N
ORD-106050,2025-10-14,James Bates,Zahle,Notebook A5,Office,3.5,,,card,N
ORD-106051,Nov 02 2025, patrick cole  , ?????,Notebook A5,Office,$4.2,3.0,0.0,card,Y
ORD-106052,31/01/2026, christopher castro  ,Jounieh,Protein Bar,Grocery,$2.16,1.0,0.0,wallet,N
ORD-106053,Jan 03 2026,Karen Martinez,Zahle,Laptop Stand,Office,22.0,1.0,0.0,cash,N
ORD-106054,Nov 08 2025,Oscar Cochran,Sidon,Protein Bar,Grocery,1.8,2.0,1.0,cash,N
ORD-106055,02/10/2025,Michael Gonzalez,Byblos,Protein Bar,Grocery,2.16,1.0,0.0,wallet,N
ORD-106056,13/12/2025,Evelyn Cannon, ?????,Olive Oil 1L,Grocery,9.9,3.0,,cash,N
ORD-106057,Nov 24 2025, frank cox  ,Zahle,Protein Bar,Grocery,1.71,1.0,0.0,wallet,Y
ORD-106058,2025-12-08,Gina Warner,Tyre,iPhone 14 Case,Accessories,12.5,1.0,2.5,cash,Y
ORD-106059,2025-12-10,Jonathan Evans,Byblos,USB-C Cable,Accessories,6.0,1.0,0.0,cash,Y
ORD-106060,Jan 12 2026,Ann Stanley,Jounieh,Notebook A5,Office,"3,32",1.0,0.0,wallet,Y
ORD-106061,Oct 22 2025,Jessica Camacho,beirut ,Shampoo 400ml,Personal Care,5.2,1.0,2.5,cash,Y
ORD-106062,2025-11-26,Timothy Spence,beirut ,Laptop Stand,Office,22.0,1.0,,wallet,N
ORD-106063,06/10/2025,Tammy Powell,Jounieh,iPhone 14 Case,Accessories,12.5,1.0,1.0,cash,Y
ORD-106064,2025-11-16,Bobby Brady,Jounieh,Toothpaste,Personal Care,"2,76",1.0,1.0,wallet,N
ORD-106065,25/12/2025,Brandon White,Zahle,Protein Bar,Grocery,1.89,1.0,0.0,card,N
ORD-106066,02/11/2025, joseph smith  ,Byblos,iPhone 14 Case,Accessories,13.12,1.0,0.0,wallet,Y
ORD-106067,Nov 20 2025,Sara Cole,Byblos,Laptop Stand,Office,22.0,,0.0,card,Y
ORD-106068,Jan 09 2026, carl duncan  ,Beirut,Laptop Stand,Office,26.4,1.0,0.0,wallet,N
ORD-106069,Dec 21 2025,Mackenzie Richardson,Beirut,USB-C Cable,Accessories,"7,2",1.0,1.0,cash,N
ORD-106070,Dec 23 2025,Thomas Evans,beirut ,Notebook A5,Office,3.5,3.0,2.5,card,Y
ORD-106071,2026-01-11, michael mitchell  ,Byblos,Wireless Mouse,Electronics,22.68,3.0,2.5,card,Y
ORD-106072,2025-11-10, donna carter md  ,Tripoli,Protein Bar,Grocery,2.16,1.0,,card,Y
ORD-106073,2025-10-30,Jonathan Underwood,Zahle,Protein Bar,Grocery,2.16,1.0,1.0,wallet,N
ORD-106074,2026-02-01,Herbert Moore,Beirut,iPhone 14 Case,Accessories,11.88,,2.5,wallet,N
ORD-106075,20/10/2025,Michael Wagner,Zahle,Notebook A5,Office,3.32,,,cash,N
ORD-106076,16/01/2026, barry mosley  ,Tyre,Notebook A5,Office,$3.68,2.0,2.5,card,N
ORD-106077,29/01/2026,Alexandra Owen,Byblos,Bluetooth Speaker,Electronics,$33.25,3.0,0.0,cash,Y
ORD-106078,2025-10-27, james olson  ,Tyre,Laptop Stand,Office,"20,9",,1.0,wallet,N
ORD-106079,30/12/2025,Mrs. Melanie Jordan,Beirut,Shampoo 400ml,Personal Care,$6.24,1.0,1.0,wallet,N
ORD-106080,17/01/2026,Martha Crawford, ?????,Wireless Mouse,Electronics,18.9,3.0,,card,N
ORD-106081,Oct 04 2025,Sarah Kerr,beirut ,Olive Oil 1L,Grocery,9.4,3.0,1.0,wallet,N
ORD-106082,Oct 21 2025,John Reed,Tyre,Notebook A5,Office,4.2,1.0,2.5,card,N
ORD-106083,2025-10-05,Timothy Anderson,beirut ,Olive Oil 1L,Grocery,$9.9,1.0,,wallet,Y
ORD-106084,Oct 25 2025,Cody Dickerson,Zahle,Notebook A5,Office,3.5,3.0,,wallet,Y
ORD-106085,Dec 17 2025,James Morales,Tyre,USB-C Cable,Accessories,5.7,,1.0,cash,Y
ORD-106086,Oct 10 2025, james day  , ?????,Protein Bar,Grocery,1.8,2.0,0.0,cash,Y
ORD-106087,2025-11-20,Connor Simpson,Jounieh,iPhone 14 Case,Accessories,"13,12",1.0,0.0,cash,N
ORD-106088,2026-01-15, darren henry  ,Sidon,iPhone 14 Case,Accessories,15.0,1.0,0.0,card,Y
ORD-106089,Jan 10 2026,Nicholas Baker MD, ?????,Laptop Stand,Office,26.4,3.0,0.0,card,Y
ORD-106090,2026-01-02, felicia hall  ,beirut ,USB-C Cable,Accessories,7.2,1.0,0.0,wallet,N
ORD-106091,Nov 25 2025,Trevor Roberts,Tripoli,Notebook A5,Office,$3.5,3.0,0.0,cash,N
ORD-106092,01/10/2025,Pamela Harmon,Beirut,Laptop Stand,Office,26.4,2.0,2.5,wallet,Y
ORD-106093,Jan 07 2026, gloria blevins  ,Tripoli,Protein Bar,Grocery,1.8,1.0,,cash,Y
ORD-106094,Jan 24 2026,Holly Moore,Tyre,Bluetooth Speaker,Electronics,36.75,1.0,0.0,cash,N
ORD-106095,Dec 19 2025,Adam Chapman,Jounieh,iPhone 14 Case,Accessories,$11.88,1.0,2.5,cash,N
ORD-106096,27/10/2025,Sarah James,Jounieh,Laptop Stand,Office,20.9,1.0,2.5,card,N
ORD-106097,Oct 31 2025,Thomas Melton,Jounieh,Toothpaste,Personal Care,2.3,1.0,0.0,cash,N
ORD-106098,10/12/2025, ronnie morales  ,beirut ,Toothpaste,Personal Care,2.3,1.0,0.0,card,N
ORD-106099,Jan 31 2026,John Weaver,beirut ,Wireless Mouse,Electronics,18.9,1.0,2.5,card,N
ORD-106100,2025-12-05,Guy Tucker,Tyre,Shampoo 400ml,Personal Care,6.24,3.0,0.0,card,N
ORD-106101,2025-10-19,Stephen Perez,Tripoli,Notebook A5,Office,3.32,,1.0,wallet,N
ORD-106102,Dec 29 2025,Lori Arroyo,Sidon,Laptop Stand,Office,22.0,1.0,0.0,cash,N
ORD-106103,2025-12-05,Gregory Brown,Beirut,Toothpaste,Personal Care,$2.3,3.0,2.5,card,Y
ORD-106104,2025-10-21,Justin Malone,Jounieh,Protein Bar,Grocery,1.71,1.0,0.0,card,Y
ORD-106105,20/12/2025,Jared Thomas,Beirut,USB-C Cable,Accessories,$6.0,1.0,,card,N
ORD-106106,2026-01-14,John Jones, ?????,Shampoo 400ml,Personal Care,5.2,1.0,2.5,wallet,Y
ORD-106107,22/12/2025,Desiree Ford,Tripoli,Olive Oil 1L,Grocery,9.4,2.0,,cash,N
ORD-106108,25/01/2026,Kyle Cohen,Zahle,Toothpaste,Personal Care,2.18,1.0,0.0,card,N
ORD-106109,26/12/2025, jeffrey chavez  , ?????,Notebook A5,Office,3.68,,2.5,card,N
ORD-106110,Jan 30 2026,Jack Graves,Byblos,USB-C Cable,Accessories,7.2,1.0,,card,N
ORD-106111,Nov 27 2025,Christina Mcfarland,Zahle,Wireless Mouse,Electronics,18.9,1.0,,cash,N
